id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
draft_22951_00998		C8H8N2S	9.31		missing SMILES		
draft_22951_00999		C10H23NO	9.312		missing SMILES		
draft_22951_01000		C24H36N2O2	9.316		missing SMILES		
draft_22951_01001		C10H14N2O2	9.316		missing SMILES		
draft_22951_01002		C19H24N2O4	9.318		missing SMILES		
draft_22951_01003		C12H14N2O2	9.32		missing SMILES		
draft_22951_01004		C9H9N3S	9.329		missing SMILES		
draft_22951_01005		C21H22N4O2	9.332		missing SMILES		
draft_22951_01006		C10H8N6	9.341		missing SMILES		
draft_22951_01007		C10H14N2O	9.347		missing SMILES		
draft_22951_01008		C21H22N2O6	9.347		missing SMILES		
draft_22951_01009		C16H20N2O2	9.36		missing SMILES		
draft_22951_01010		C17H26N2O	9.361		missing SMILES		
draft_22951_01011		C16H24N2O	9.37		missing SMILES		
draft_22951_01012		C15H19N3	9.373		missing SMILES		
draft_22951_01013		C16H25NO2	9.3805		missing SMILES		
draft_22951_01014		C11H8O3	9.391		missing SMILES		
draft_22951_01015		C12H17NO3	9.391		missing SMILES		
draft_22951_01016		C15H17NO	9.401		missing SMILES		
draft_22951_01017		C16H18N4O	9.41		missing SMILES		
draft_22951_01018		C10H15NS	9.411		missing SMILES		
draft_22951_01019		C6H10O	9.412		missing SMILES		
draft_22951_01020		C17H22N2O	9.42		missing SMILES		
draft_22951_01021		C12H14N2O	9.421		missing SMILES		
draft_22951_01022		C13H19NO	9.43		missing SMILES		
draft_22951_01023		C7H6N4	9.441		missing SMILES		
draft_22951_01024		C7H7N5	9.442		missing SMILES		
draft_22951_01025		C19H29N3O2	9.442		missing SMILES		
draft_22951_01026		C15H22NO2	9.451		missing SMILES		
draft_22951_01027		C16H13N3O2	9.451		missing SMILES		
draft_22951_01028		C9H8N2S	9.452		missing SMILES		
draft_22951_01029		C10H15NO	9.461		missing SMILES		
draft_22951_01030		C17H25N3O2	9.461		missing SMILES		
draft_22951_01031		C22H24N4	9.472		missing SMILES		
draft_22951_01032		C15H18N	9.483		missing SMILES		
draft_22951_01033		C14H19NO2	9.488499999999998		missing SMILES		
draft_22951_01034		C17H27N3S	9.502999999999998		missing SMILES		
draft_22951_01035		C19H22N4O2	9.513		missing SMILES		
draft_22951_01036		C10H11NO3	9.523		missing SMILES		
draft_22951_01037		C12H12N2	9.534		missing SMILES		
draft_22951_01038		C18H20N2O6	9.542		missing SMILES		
draft_22951_01039		C14H18N2	9.543		missing SMILES		
draft_22951_01040		C20H36N4O2	9.543		missing SMILES		
draft_22951_01041		C9H13N	9.544		missing SMILES		
draft_22951_01042		C17H21N3O	9.553		missing SMILES		
draft_22951_01043		C14H18N2	9.554		missing SMILES		
draft_22951_01044		C9H11N	9.555		missing SMILES		
draft_22951_01045		C20H21N3O3	9.555		missing SMILES		
draft_22951_01046		C10H13N3O3	9.562		missing SMILES		
draft_22951_01047		C21H19N3O4	9.563		missing SMILES		
draft_22951_01048		C12H17NO2	9.564		missing SMILES		
draft_22951_01049		C13H13NO	9.564666667		missing SMILES		
draft_22951_01050		C12H7NO3	9.572		missing SMILES		
draft_22951_01051		C12H13N5	9.573		missing SMILES		
draft_22951_01052		C10H15N3O4	9.573		missing SMILES		
draft_22951_01053		C12H13NO	9.575		missing SMILES		
draft_22951_01054		C12H16N2S	9.576		missing SMILES		
draft_22951_01055		C10H13NO2	9.583		missing SMILES		
draft_22951_01056		C22H20N4O2	9.583		missing SMILES		
draft_22951_01057		C9H12N2S	9.585		missing SMILES		
draft_22951_01058		C11H10N2S	9.585		missing SMILES		
draft_22951_01059		C10H8N6	9.586		missing SMILES		
draft_22951_01060		C8H8N4	9.586		missing SMILES		
draft_22951_01061		C18H29N3O5	9.5885		missing SMILES		
draft_22951_01062		C12H13NO2	9.594		missing SMILES		
draft_22951_01063		C16H13N3O2	9.594		missing SMILES		
draft_22951_01064		C18H24N2O6	9.603		missing SMILES		
draft_22951_01065		C15H18N2	9.603		missing SMILES		
draft_22951_01066		C20H19N3O3	9.604		missing SMILES		
draft_22951_01067		C9H7NS	9.606		missing SMILES		
draft_22951_01068		C18H29N3S	9.614		missing SMILES		
draft_22951_01069		C10H12N6O	9.614		missing SMILES		
draft_22951_01070		C15H12N4O	9.617		missing SMILES		
draft_22951_01071		C11H9NO3	9.624		missing SMILES		
draft_22951_01072		C20H26N4O2	9.624		missing SMILES		
draft_22951_01073		C17H16N2O5	9.625		missing SMILES		
draft_22951_01074		C13H21N	9.626		missing SMILES		
draft_22951_01075		C21H26N2O3	9.636		missing SMILES		
draft_22951_01076		C16H24N4S	9.637		missing SMILES		
draft_22951_01077		C11H9NO3	9.645		missing SMILES		
draft_22951_01078		C12H10N2O2	9.648		missing SMILES		
draft_22951_01079		C14H15N3S	9.648		missing SMILES		
draft_22951_01080		C13H21NO2	9.649		missing SMILES		
draft_22951_01081		C12H14N2	9.65		missing SMILES		
draft_22951_01082		C13H17NS	9.674		missing SMILES		
draft_22951_01083		C7H15NO	9.6778		missing SMILES		
draft_22951_01084		C12H23N	9.689		missing SMILES		
draft_22951_01085		C8H9N3	9.689		missing SMILES		
draft_22951_01086		C18H19NO2	9.691		missing SMILES		
draft_22951_01087		C12H27N	9.7		missing SMILES		
draft_22951_01088		C15H21N	9.705		missing SMILES		
draft_22951_01089		C14H15N	9.708		missing SMILES		
draft_22951_01090		C10H16N2O3	9.7145		missing SMILES		
draft_22951_01091		C11H12N4S	9.715		missing SMILES		
draft_22951_01092		C14H13N3S	9.72		missing SMILES		
draft_22951_01093		C16H18N3O	9.72		missing SMILES		
draft_22951_01094		C17H12N2O3	9.72		missing SMILES		
draft_22951_01095		C24H30N2O2	9.72		missing SMILES		
draft_22951_01096		C10H14N2O3	9.73675		missing SMILES		
draft_22951_01097		C15H13N3O	9.741		missing SMILES		
draft_22951_01098		C20H28N2O5	9.7515		missing SMILES		
draft_22951_01099		C21H26N4O2	9.752		missing SMILES		
draft_22951_01100		C14H17NS	9.756		missing SMILES		
draft_22951_01101		C14H14N2	9.762		missing SMILES		
draft_22951_01102		C11H13NO2	9.782		missing SMILES		
draft_22951_01103		C11H15N3O3	9.786		missing SMILES		
draft_22951_01104		C9H7NO	9.793		missing SMILES		
draft_22951_01105		C17H16N2O3	9.796		missing SMILES		
draft_22951_01106		C14H21NO	9.796		missing SMILES		
draft_22951_01107		C22H26N4O3	9.797		missing SMILES		
draft_22951_01108		C15H21NO2	9.81		missing SMILES		
draft_22951_01109		C10H9NO2	9.813		missing SMILES		
draft_22951_01110		C19H25NO	9.82		missing SMILES		
draft_22951_01111		C15H15N2	9.824000000000002		missing SMILES		
draft_22951_01112		C13H14N2O3	9.824000000000002		missing SMILES		
draft_22951_01113		C13H18N2O	9.824000000000002		missing SMILES		
draft_22951_01114		C13H13NO	9.837		missing SMILES		
draft_22951_01115		C10H14N4S	9.844		missing SMILES		
draft_22951_01116		C16H16N2	9.847		missing SMILES		
draft_22951_01117		C13H16N6O	9.855		missing SMILES		
draft_22951_01118		C12H16N2S	9.875		missing SMILES		
draft_22951_01119		C17H26N2O	9.877		missing SMILES		
draft_22951_01120		C18H25N3O2	9.885		missing SMILES		
draft_22951_01121		C10H14N2S	9.886		missing SMILES		
draft_22951_01122		C15H19NO	9.887		missing SMILES		
draft_22951_01123		C9H19N3S	9.887		missing SMILES		
draft_22951_01124		C16H31N3S	9.887		missing SMILES		
draft_22951_01125		C18H23NO3	9.889		missing SMILES		
draft_22951_01126		C13H12N4S	9.896		missing SMILES		
draft_22951_01127		C22H25N3O2	9.907		missing SMILES		
draft_22951_01128		C9H13NO	9.927		missing SMILES		
draft_22951_01129		C17H15N3	9.927		missing SMILES		
draft_22951_01130		C15H23NO3	9.9385		missing SMILES		
draft_22951_01131		C11H16N2O	9.948		missing SMILES		
draft_22951_01132		C12H14N2O	9.958		missing SMILES		
draft_22951_01133		C15H13NO2	9.9635		missing SMILES		
draft_22951_01134		C12H11NO3	9.968		missing SMILES		
draft_22951_01135		C10H9NO	9.979		missing SMILES		
draft_22951_01136		C14H21N3O2	9.979		missing SMILES		
draft_22951_01137		C17H23NO2	9.999		missing SMILES		
draft_22951_01138		C19H24N2O3	10.0055		missing SMILES		
draft_22951_01139		C16H15N3O	10.009		missing SMILES		
draft_22951_01140		C13H12N6O	10.019		missing SMILES		
draft_22951_01141		C20H23N3O5	10.02		missing SMILES		
draft_22951_01142		C18H31NO4	10.0265		missing SMILES		
draft_22951_01143		C10H11NO	10.046		missing SMILES		
draft_22951_01144		C11H10N2O	10.058		missing SMILES		
draft_22951_01145		C17H23N3O	10.067		missing SMILES		
draft_22951_01146		C17H19N3	10.069		missing SMILES		
draft_22951_01147		C17H14N2O3	10.069		missing SMILES		
draft_22951_01148		C16H22N2	10.069		missing SMILES		
draft_22951_01149		C22H28N2O2	10.104		missing SMILES		
draft_22951_01150		C16H21N3	10.106		missing SMILES		
draft_22951_01151		C15H15NO	10.11		missing SMILES		
draft_22951_01152		C20H21NO3	10.11		missing SMILES		
draft_22951_01153		C13H10N2	10.114		missing SMILES		
draft_22951_01154		C18H22N2	10.119		missing SMILES		
draft_22951_01155		C19H14N6O2	10.119		missing SMILES		
draft_22951_01156		C12H15NO3	10.124		missing SMILES		
draft_22951_01157		C10H9NO2	10.129		missing SMILES		
draft_22951_01158		C18H23N3O5	10.13		missing SMILES		
draft_22951_01159		C17H13NO2	10.134		missing SMILES		
draft_22951_01160		C12H15N3O	10.134		missing SMILES		
draft_22951_01161		C17H19NO2	10.141		missing SMILES		
draft_22951_01162		C17H19NO	10.147		missing SMILES		
draft_22951_01163		C11H19N3S	10.15		missing SMILES		
draft_22951_01164		C17H18N4	10.16		missing SMILES		
draft_22951_01165		C14H12N2	10.165		missing SMILES		
draft_22951_01166		C13H15NO3	10.165		missing SMILES		
draft_22951_01167		C17H21N3S	10.165		missing SMILES		
draft_22951_01168		C8H19N	10.174		missing SMILES		
draft_22951_01169		C19H16N2O	10.175999999999998		missing SMILES		
draft_22951_01170		C13H14N2O	10.181		missing SMILES		
draft_22951_01171		C21H17N3O4	10.186		missing SMILES		
draft_22951_01172		C18H14N2O5	10.19		missing SMILES		
draft_22951_01173		C12H14N2O2	10.207		missing SMILES		
draft_22951_01174		C17H22N6O2	10.207		missing SMILES		
draft_22951_01175		C17H20N2O5	10.21		missing SMILES		
draft_22951_01176		C20H32N2O	10.221		missing SMILES		
draft_22951_01177		C16H14N2O4	10.231		missing SMILES		
draft_22951_01178		C15H22N4O3	10.231		missing SMILES		
draft_22951_01179		C22H29NO2	10.241		missing SMILES		
draft_22951_01180		C12H19NO	10.242		missing SMILES		
draft_22951_01181		C21H31N5O2	10.2455		missing SMILES		
draft_22951_01182		C16H18N2	10.2495		missing SMILES		
draft_22951_01183		C12H21N5	10.251		missing SMILES		
draft_22951_01184		C14H15N3OS	10.261		missing SMILES		
draft_22951_01185		C8H11NO	10.269		missing SMILES		
draft_22951_01186		C15H16N2O	10.269		missing SMILES		
draft_22951_01187		C14H11NO	10.279		missing SMILES		
draft_22951_01188		C9H10N4S	10.292		missing SMILES		
draft_22951_01189		C18H16N2O4	10.292		missing SMILES		
draft_22951_01190		C17H17N3O	10.302		missing SMILES		
draft_22951_01191		C18H25NO	10.303		missing SMILES		
draft_22951_01192		C15H15N3O	10.321		missing SMILES		
draft_22951_01193		C12H21N7	10.3265		missing SMILES		
draft_22951_01194		C12H10N2S2	10.342		missing SMILES		
draft_22951_01195		C21H23N3O2	10.343		missing SMILES		
draft_22951_01196		C15H11NO2	10.352		missing SMILES		
draft_22951_01197		C17H20N3O	10.352		missing SMILES		
draft_22951_01198		C16H21NO2	10.363		missing SMILES		
draft_22951_01199		C10H9NO2	10.383		missing SMILES		
draft_22951_01200		C21H25N3O2	10.383		missing SMILES		
draft_22951_01201		C23H24N2O	10.384		missing SMILES		
draft_22951_01202		C13H18N2O	10.392		missing SMILES		
draft_22951_01203		C15H11N5S	10.393		missing SMILES		
draft_22951_01204		C14H18N2O	10.403		missing SMILES		
draft_22951_01205		C10H11NO	10.403		missing SMILES		
draft_22951_01206		C11H15NO2	10.414		missing SMILES		
draft_22951_01207		C19H18N2O	10.414		missing SMILES		
draft_22951_01208		C20H16N4O3	10.423		missing SMILES		
draft_22951_01209		C17H16N2	10.424		missing SMILES		
draft_22951_01210		C11H9NO2	10.435		missing SMILES		
draft_22951_01211		C15H16N2O	10.435		missing SMILES		
draft_22951_01212		C9H11NO2	10.4385		missing SMILES		
draft_22951_01213		C17H17N2	10.445		missing SMILES		
draft_22951_01214		C11H16N2O	10.453		missing SMILES		
draft_22951_01215		C16H18N2O4S	10.459		missing SMILES		
draft_22951_01216		C18H28N2O	10.46		missing SMILES		
draft_22951_01217		C15H15NO3	10.4615		missing SMILES		
draft_22951_01218		C9H7N7	10.463		missing SMILES		
draft_22951_01219		C21H25N3O4	10.464		missing SMILES		
draft_22951_01220		C11H9N5	10.466		missing SMILES		
draft_22951_01221		C13H18N2O3	10.466		missing SMILES		
draft_22951_01222		C21H32N6O3	10.4815		missing SMILES		
draft_22951_01223		C13H15NO3	10.484		missing SMILES		
draft_22951_01224		C18H18N2O4	10.485		missing SMILES		
draft_22951_01225		C17H17N5	10.497000000000002		missing SMILES		
draft_22951_01226		C9H20N2O	10.505		missing SMILES		
draft_22951_01227		C19H19N5O2	10.506		missing SMILES		
draft_22951_01228		C10H9NS	10.507		missing SMILES		
draft_22951_01229		C16H18N3S	10.507		missing SMILES		
draft_22951_01230		C13H11NO2	10.518		missing SMILES		
draft_22951_01231		C25H26N2O	10.525		missing SMILES		
draft_22951_01232		C14H17NO4	10.527		missing SMILES		
draft_22951_01233		C24H38N2	10.536		missing SMILES		
draft_22951_01234		C23H19N3O4	10.536		missing SMILES		
draft_22951_01235		C17H17NO3	10.559		missing SMILES		
draft_22951_01236		C21H15N3O3	10.564		missing SMILES		
draft_22951_01237		C7H8N2O2	10.595		missing SMILES		
draft_22951_01238		C27H31N3O3	10.596		missing SMILES		
draft_22951_01239		C14H10N2S	10.6		missing SMILES		
draft_22951_01240		C20H18NO4	10.6		missing SMILES		
draft_22951_01241		C15H17N	10.611		missing SMILES		
draft_22951_01242		C17H17N3O	10.611		missing SMILES		
draft_22951_01243		C18H25NO	10.62		missing SMILES		
draft_22951_01244		C15H17N	10.627		missing SMILES		
draft_22951_01245		C12H13N5S	10.637		missing SMILES		
draft_22951_01246		C12H13N3	10.652		missing SMILES		
draft_22951_01247		C18H29NO3	10.6715		missing SMILES		
draft_22951_01248		C14H14N2O6	10.675999999999998		missing SMILES		
draft_22951_01249		C15H17NO4	10.678		missing SMILES		
draft_22951_01250		C11H10N2O2	10.694		missing SMILES		
draft_22951_01251		C30H40N4	10.704		missing SMILES		
draft_22951_01252		C12H17N3S	10.704		missing SMILES		
draft_22951_01253		C13H15N3	10.718		missing SMILES		
draft_22951_01254		C15H26N	10.719		missing SMILES		
draft_22951_01255		C20H20N2O6	10.727		missing SMILES		
draft_22951_01256		C9H11N3S	10.735		missing SMILES		
draft_22951_01257		C15H18N4O6	10.748		missing SMILES		
draft_22951_01258		C15H17NO	10.749		missing SMILES		
draft_22951_01259		C9H11N3S	10.756		missing SMILES		
draft_22951_01260		C11H8O3	10.767		missing SMILES		
draft_22951_01261		C10H15NO	10.768		missing SMILES		
draft_22951_01262		C15H30NO2	10.776		missing SMILES		
draft_22951_01263		C15H12N2O	10.776		missing SMILES		
draft_22951_01264		C10H10N2O	10.776		missing SMILES		
draft_22951_01265		C12H13NO3	10.787		missing SMILES		
draft_22951_01266		C21H25N3	10.797		missing SMILES		
draft_22951_01267		C12H17N3S	10.798		missing SMILES		
draft_22951_01268		C17H24N2O3	10.807		missing SMILES		
draft_22951_01269		C20H22N2O5	10.807		missing SMILES		
draft_22951_01270		C14H17N3O2	10.807		missing SMILES		
draft_22951_01271		C18H20N2	10.819		missing SMILES		
draft_22951_01272		C19H20N4O	10.819		missing SMILES		
draft_22951_01273		C9H11NO2	10.822		missing SMILES		
draft_22951_01274		C12H16N2O3	10.839		missing SMILES		
draft_22951_01275		C18H25N3O4	10.839		missing SMILES		
draft_22951_01276		C17H21N	10.8425		missing SMILES		
draft_22951_01277		C22H28N2O	10.848		missing SMILES		
draft_22951_01278		C19H17N3O4	10.858		missing SMILES		
draft_22951_01279		C15H22N2	10.86		missing SMILES		
draft_22951_01280		C17H21NO	10.8655		missing SMILES		
draft_22951_01281		C11H16N4S2	10.869		missing SMILES		
draft_22951_01282		C24H24N4	10.877999999999998		missing SMILES		
draft_22951_01283		C16H13N3O	10.88		missing SMILES		
draft_22951_01284		C12H15NO	10.91		missing SMILES		
draft_22951_01285		C10H8N2O	10.911		missing SMILES		
draft_22951_01286		C16H18N4	10.911		missing SMILES		
draft_22951_01287		C10H9NO2	10.911		missing SMILES		
draft_22951_01288		C17H21N3	10.9195		missing SMILES		
draft_22951_01289		C14H14N2O	10.92		missing SMILES		
draft_22951_01290		C18H25NO2	10.93		missing SMILES		
draft_22951_01291		C17H15N3O3	10.939		missing SMILES		
draft_22951_01292		C14H18N2O2	10.94		missing SMILES		
draft_22951_01293		C20H38N2O2	10.949000000000002		missing SMILES		
draft_22951_01294		C16H15N	10.95		missing SMILES		
draft_22951_01295		C15H12N2O2	10.9585		missing SMILES		
draft_22951_01296		C20H15N3	10.963		missing SMILES		
draft_22951_01297		C17H15N3	10.964		missing SMILES		
draft_22951_01298		C16H17N3S	10.973		missing SMILES		
draft_22951_01299		C14H16N2O	10.981		missing SMILES		
draft_22951_01300		C17H18N2O	10.983		missing SMILES		
draft_22951_01301		C9H21N	10.984		missing SMILES		
draft_22951_01302		C16H19N3S	10.994		missing SMILES		
draft_22951_01303		C21H22N2S	11.035		missing SMILES		
draft_22951_01304		C10H9NS	11.035		missing SMILES		
draft_22951_01305		C14H10N2O	11.035		missing SMILES		
draft_22951_01306		C8H17NO	11.0398		missing SMILES		
draft_22951_01307		C15H18N2O4	11.041		missing SMILES		
draft_22951_01308		C13H18N2O	11.056		missing SMILES		
draft_22951_01309		C13H15NO5	11.056		missing SMILES		
draft_22951_01310		C19H22N2OS	11.057		missing SMILES		
draft_22951_01311		C10H13NO2	11.0615		missing SMILES		
draft_22951_01312		C11H25N	11.066		missing SMILES		
draft_22951_01313		C22H28N2O	11.081		missing SMILES		
draft_22951_01314		C17H15N5O	11.082		missing SMILES		
draft_22951_01315		C17H12N2O5	11.087		missing SMILES		
draft_22951_01316		C10H15NO	11.097		missing SMILES		
draft_22951_01317		C20H21N3O2	11.097		missing SMILES		
draft_22951_01318		C14H9NO3	11.101		missing SMILES		
draft_22951_01319		C16H12N2O	11.108		missing SMILES		
draft_22951_01320		C12H12N6	11.127999999999998		missing SMILES		
draft_22951_01321		C19H23N3O2	11.143		missing SMILES		
draft_22951_01322		C10H11NO2	11.149		missing SMILES		
draft_22951_01323		C16H17NO2	11.149		missing SMILES		
draft_22951_01324		C16H19N3S	11.149		missing SMILES		
draft_22951_01325		C17H14N2O	11.149		missing SMILES		
draft_22951_01326		C19H16N4O3	11.151		missing SMILES		
draft_22951_01327		C22H23N3O	11.152		missing SMILES		
draft_22951_01328		C15H22N2O3	11.159		missing SMILES		
draft_22951_01329		C16H20N2O6	11.161		missing SMILES		
draft_22951_01330		C13H17NO3	11.163		missing SMILES		
draft_22951_01331		C12H22N6	11.173		missing SMILES		
draft_22951_01332		C17H20N2O	11.191		missing SMILES		
draft_22951_01333		C17H19N3O	11.191		missing SMILES		
draft_22951_01334		C17H15NO3	11.201		missing SMILES		
draft_22951_01335		C14H17NO3	11.211		missing SMILES		
draft_22951_01336		C19H23N3O	11.2135		missing SMILES		
draft_22951_01337		C18H14N2O3	11.232		missing SMILES		
draft_22951_01338		C15H10N2O2	11.232		missing SMILES		
draft_22951_01339		C13H17N3S	11.232		missing SMILES		
draft_22951_01340		C27H27N3O2	11.233		missing SMILES		
draft_22951_01341		C14H10N2O2	11.243		missing SMILES		
draft_22951_01342		C17H18N2O3	11.243		missing SMILES		
draft_22951_01343		C17H18N2O3	11.244		missing SMILES		
draft_22951_01344		C17H20N2O4	11.263		missing SMILES		
draft_22951_01345		C14H10N2	11.273		missing SMILES		
draft_22951_01346		C12H11NO4	11.273		missing SMILES		
draft_22951_01347		C22H18N4O2	11.273		missing SMILES		
draft_22951_01348		C19H31NO	11.283		missing SMILES		
draft_22951_01349		C10H9NO	11.284		missing SMILES		
draft_22951_01350		C19H27N3O2	11.294		missing SMILES		
draft_22951_01351		C16H14N2S	11.294		missing SMILES		
draft_22951_01352		C15H21N	11.304		missing SMILES		
draft_22951_01353		C16H14N8	11.304		missing SMILES		
draft_22951_01354		C12H15NO2	11.304		missing SMILES		
draft_22951_01355		C17H20N2S	11.319		missing SMILES		
draft_22951_01356		C13H14N2O3	11.32		missing SMILES		
draft_22951_01357		C15H22N2	11.335		missing SMILES		
draft_22951_01358		C14H10N2O	11.356		missing SMILES		
draft_22951_01359		C13H16N2O3	11.356		missing SMILES		
draft_22951_01360		C16H11N	11.364		missing SMILES		
draft_22951_01361		C17H15N5O2	11.386		missing SMILES		
draft_22951_01362		C18H20N2	11.387		missing SMILES		
draft_22951_01363		C12H18N2O3	11.3985		missing SMILES		
draft_22951_01364		C26H24N4O2	11.425		missing SMILES		
draft_22951_01365		C12H13NO	11.429		missing SMILES		
draft_22951_01366		C10H14O	11.436		missing SMILES		
draft_22951_01367		C10H9NO2	11.449000000000002		missing SMILES		
draft_22951_01368		C22H17N3O	11.449000000000002		missing SMILES		
draft_22951_01369		C13H15NO2	11.4595		missing SMILES		
draft_22951_01370		C10H9NO	11.47		missing SMILES		
draft_22951_01371		C16H14N2O3	11.48		missing SMILES		
draft_22951_01372		C18H23NO	11.4805		missing SMILES		
draft_22951_01373		C21H29N3O	11.501		missing SMILES		
draft_22951_01374		C19H26N8	11.5155		missing SMILES		
draft_22951_01375		C19H29NO	11.5185		missing SMILES		
draft_22951_01376		C17H20N2O	11.522		missing SMILES		
draft_22951_01377		C18H22N2	11.5275		missing SMILES		
draft_22951_01378		C16H17NO4	11.532		missing SMILES		
draft_22951_01379		C32H39NO4	11.5405		missing SMILES		
draft_22951_01380		C16H11NO2	11.553		missing SMILES		
draft_22951_01381		C18H15N3O	11.574000000000002		missing SMILES		
draft_22951_01382		C13H13NO	11.584		missing SMILES		
draft_22951_01383		C15H15NO2	11.584		missing SMILES		
draft_22951_01384		C20H32N2O	11.588		missing SMILES		
draft_22951_01385		C10H9NO2	11.591		missing SMILES		
draft_22951_01386		C12H27N	11.594		missing SMILES		
draft_22951_01387		C24H26N2O5	11.594		missing SMILES		
draft_22951_01388		C14H18N2O3	11.594		missing SMILES		
draft_22951_01389		C13H20N2S	11.596		missing SMILES		
draft_22951_01390		C12H9NO	11.615		missing SMILES		
draft_22951_01391		C12H9NO	11.626		missing SMILES		
draft_22951_01392		C21H20N2O5	11.637		missing SMILES		
draft_22951_01393		C20H21N	11.639		missing SMILES		
draft_22951_01394		C19H24N2	11.6435		missing SMILES		
draft_22951_01395		C13H13NO2	11.646		missing SMILES		
draft_22951_01396		C19H18N2O5	11.646		missing SMILES		
draft_22951_01397		C24H28N4O6	11.656		missing SMILES		
draft_22951_01398		C15H24N2O	11.656		missing SMILES		
draft_22951_01399		C11H11NS	11.667		missing SMILES		
draft_22951_01400		C19H21N	11.6725		missing SMILES		
draft_22951_01401		C20H28NO2	11.677		missing SMILES		
draft_22951_01402		C17H22N4	11.679		missing SMILES		
draft_22951_01403		C22H30N2O2S	11.694		missing SMILES		
draft_22951_01404		C17H16N4O2	11.698		missing SMILES		
draft_22951_01405		C13H13NO2	11.698		missing SMILES		
draft_22951_01406		C24H26N4O3	11.699000000000002		missing SMILES		
draft_22951_01407		C25H22N6O2	11.699000000000002		missing SMILES		
draft_22951_01408		C12H15NO	11.708		missing SMILES		
draft_22951_01409		C16H16N2O3	11.708		missing SMILES		
draft_22951_01410		C20H23N	11.7205		missing SMILES		
draft_22951_01411		C13H17NO3	11.739		missing SMILES		
draft_22951_01412		C17H21NS	11.747000000000002		missing SMILES		
draft_22951_01413		C12H13NO	11.75		missing SMILES		
draft_22951_01414		C11H9N3	11.76		missing SMILES		
draft_22951_01415		C12H9NO2	11.77		missing SMILES		
draft_22951_01416		C24H18N2	11.77		missing SMILES		
draft_22951_01417		C18H14N6O	11.77		missing SMILES		
draft_22951_01418		C15H20N4S	11.771		missing SMILES		
draft_22951_01419		C10H10O	11.782		missing SMILES		
draft_22951_01420		C20H29N3O2	11.7965		missing SMILES		
draft_22951_01421		C18H17NS	11.800999999999998		missing SMILES		
draft_22951_01422		C18H17NO	11.800999999999998		missing SMILES		
draft_22951_01423		C14H20N2O	11.82		missing SMILES		
draft_22951_01424		C19H17N3O	11.821		missing SMILES		
draft_22951_01425		C13H13NO2	11.822		missing SMILES		
draft_22951_01426		C16H12N2O3	11.822		missing SMILES		
draft_22951_01427		C20H24N2OS	11.826		missing SMILES		
draft_22951_01428		C20H23N	11.839		missing SMILES		
draft_22951_01429		C22H24N2O4	11.843		missing SMILES		
draft_22951_01430		C20H27N	11.851		missing SMILES		
draft_22951_01431		C19H17N3O4	11.861		missing SMILES		
draft_22951_01432		C14H10N2O	11.874		missing SMILES		
draft_22951_01433		C21H23N3O3	11.874		missing SMILES		
draft_22951_01434		C14H16N2O	11.874		missing SMILES		
draft_22951_01435		C13H13NO2	11.874		missing SMILES		
draft_22951_01436		C12H9NO2	11.874		missing SMILES		
draft_22951_01437		C17H15NO4	11.881		missing SMILES		
draft_22951_01438		C25H35NO5	11.8855		missing SMILES		
draft_22951_01439		C20H15N3	11.902		missing SMILES		
draft_22951_01440		C14H16N2O	11.905		missing SMILES		
draft_22951_01441		C16H14N2O	11.936		missing SMILES		
draft_22951_01442		C13H16N2O2	11.942		missing SMILES		
draft_22951_01443		C13H29N	11.946		missing SMILES		
draft_22951_01444		C18H17N3O2	11.946		missing SMILES		
draft_22951_01445		C26H27N3O2	11.946		missing SMILES		
draft_22951_01446		C20H18N4	11.957		missing SMILES		
draft_22951_01447		C21H21N3	11.957		missing SMILES		
draft_22951_01448		C16H15NO4	11.957		missing SMILES		
draft_22951_01449		C14H9N3	11.971		missing SMILES		
draft_22951_01450		C20H20N2	11.971		missing SMILES		
draft_22951_01451		C22H25N5O4	11.972		missing SMILES		
draft_22951_01452		C20H15N3O3	11.973		missing SMILES		
draft_22951_01453		C12H27N	11.978		missing SMILES		
draft_22951_01454		C20H22N6	11.982		missing SMILES		
draft_22951_01455		C16H31NO2	11.98466667		missing SMILES		
draft_22951_01456		C11H12O2	12.009		missing SMILES		
draft_22951_01457		C16H11NO4	12.011500000000002		missing SMILES		
draft_22951_01458		C17H23N3OS	12.019		missing SMILES		
draft_22951_01459		C18H17NO5	12.024		missing SMILES		
draft_22951_01460		C16H17NO3	12.029		missing SMILES		
draft_22951_01461		C12H11NO2	12.029		missing SMILES		
draft_22951_01462		C23H26N4O2	12.029		missing SMILES		
draft_22951_01463		C20H19N3O2	12.04		missing SMILES		
draft_22951_01464		C12H11NS	12.053		missing SMILES		
draft_22951_01465		C19H16N2O	12.081		missing SMILES		
draft_22951_01466		C18H22N2O	12.091		missing SMILES		
draft_22951_01467		C19H19N5O3	12.093		missing SMILES		
draft_22951_01468		C21H26N4O3	12.112		missing SMILES		
draft_22951_01469		C13H13NO2	12.122000000000002		missing SMILES		
draft_22951_01470		C18H15N	12.123		missing SMILES		
draft_22951_01471		C21H24N2O	12.123		missing SMILES		
draft_22951_01472		C13H11NO	12.124		missing SMILES		
draft_22951_01473		C10H10O2	12.133		missing SMILES		
draft_22951_01474		C15H12O4	12.164		missing SMILES		
draft_22951_01475		C19H22N2O3	12.165		missing SMILES		
