id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
draft_22951_00495		C7H19N3	7.453		missing SMILES		
draft_22951_00496		C8H15N	7.453		missing SMILES		
draft_22951_00497		C7H15N	7.453		missing SMILES		
draft_22951_00498		C5H12N2O	7.457		missing SMILES		
draft_22951_00499		C10H11N3O	7.458		missing SMILES		
draft_22951_00500		C8H11N	7.462000000000001		missing SMILES		
draft_22951_00501		C10H24N2	7.462999999999999		missing SMILES		
draft_22951_00502		C6H9NS	7.468		missing SMILES		
draft_22951_00503		C6H11NO	7.468999999999999		missing SMILES		
draft_22951_00504		C6H16N2	7.473		missing SMILES		
draft_22951_00505		C12H9NO6	7.473		missing SMILES		
draft_22951_00506		C20H38N4O2	7.478		missing SMILES		
draft_22951_00507		C11H20NO2	7.484		missing SMILES		
draft_22951_00508		C9H17NO2	7.487999999999999		missing SMILES		
draft_22951_00509		C8H10N4O2	7.489		missing SMILES		
draft_22951_00510		C6H8N2	7.494		missing SMILES		
draft_22951_00511		C10H25N3	7.494		missing SMILES		
draft_22951_00512		C6H18N4	7.497		missing SMILES		
draft_22951_00513		C12H15NO2	7.5		missing SMILES		
draft_22951_00514		C7H12N2	7.505		missing SMILES		
draft_22951_00515		C8H19N	7.506		missing SMILES		
draft_22951_00516		C14H12N4O5	7.508		missing SMILES		
draft_22951_00517		C6H8N2	7.515		missing SMILES		
draft_22951_00518		C14H26N2O	7.518		missing SMILES		
draft_22951_00519		C15H18N4O2	7.518		missing SMILES		
draft_22951_00521		C9H13N	7.525		missing SMILES		
draft_22951_00522		C10H14N2O	7.525		missing SMILES		
draft_22951_00523		C11H14N2O	7.525		missing SMILES		
draft_22951_00524		C9H15N2	7.539		missing SMILES		
draft_22951_00525		C8H17N	7.546		missing SMILES		
draft_22951_00526		C8H8N2	7.556		missing SMILES		
draft_22951_00527		C8H17N	7.566999999999999		missing SMILES		
draft_22951_00528		C10H24N2	7.569999999999999		missing SMILES		
draft_22951_00529		C9H17NO	7.569999999999999		missing SMILES		
draft_22951_00530		C10H13NO2	7.577		missing SMILES		
draft_22951_00531		C17H30N2O6	7.577		missing SMILES		
draft_22951_00532		C11H14N2O	7.579		missing SMILES		
draft_22951_00533		C6H8N2	7.587000000000001		missing SMILES		
draft_22951_00534		C7H9N	7.587000000000001		missing SMILES		
draft_22951_00535		C7H9NO	7.587999999999999		missing SMILES		
draft_22951_00536		C9H13NO	7.596999999999999		missing SMILES		
draft_22951_00537		C7H9N	7.598		missing SMILES		
draft_22951_00538		C15H35N3	7.598		missing SMILES		
draft_22951_00539		C9H14N2S	7.599		missing SMILES		
draft_22951_00540		C12H30N4	7.608		missing SMILES		
draft_22951_00541		C9H11N	7.608		missing SMILES		
draft_22951_00542		C11H17NO	7.609		missing SMILES		
draft_22951_00543		C26H42N4O2	7.61		missing SMILES		
draft_22951_00544		C9H13N	7.617999999999999		missing SMILES		
draft_22951_00545		C7H9N	7.617999999999999		missing SMILES		
draft_22951_00546		C9H11NO2	7.619		missing SMILES		
draft_22951_00547		C13H21NO3	7.6255		missing SMILES		
draft_22951_00548		C6H13N	7.629		missing SMILES		
draft_22951_00550		C14H17N3O2	7.629		missing SMILES		
draft_22951_00551		C8H19NO	7.636		missing SMILES		
draft_22951_00552		C11H15N3O	7.64		missing SMILES		
draft_22951_00553		C10H20NO2	7.649		missing SMILES		
draft_22951_00554		C9H12N2	7.65		missing SMILES		
draft_22951_00555		C11H13N3O2	7.651		missing SMILES		
draft_22951_00556		C9H11N	7.66		missing SMILES		
draft_22951_00557		C10H9N3O2	7.66		missing SMILES		
draft_22951_00558		C7H9NO	7.66		missing SMILES		
draft_22951_00559		C11H14N2	7.66		missing SMILES		
draft_22951_00561		C12H12N	7.67		missing SMILES		
draft_22951_00562		C9H6N2O2	7.67		missing SMILES		
draft_22951_00563		C9H13N	7.680000000000001		missing SMILES		
draft_22951_00564		C8H11N	7.681		missing SMILES		
draft_22951_00565		C9H11NO2	7.681		missing SMILES		
draft_22951_00566		C18H24N4	7.689999999999999		missing SMILES		
draft_22951_00567		C11H11NO6	7.691		missing SMILES		
draft_22951_00568		C7H7N3	7.691		missing SMILES		
draft_22951_00569		C12H17NO	7.7005		missing SMILES		
draft_22951_00570		C14H22N2O2	7.702		missing SMILES		
draft_22951_00571		C10H11NO2	7.71		missing SMILES		
draft_22951_00572		C20H40N4O	7.711		missing SMILES		
draft_22951_00573		C13H15N3O3	7.721		missing SMILES		
draft_22951_00574		C8H12N2	7.721999999999999		missing SMILES		
draft_22951_00575		C10H9NO3	7.721999999999999		missing SMILES		
draft_22951_00576		C9H13NO	7.725		missing SMILES		
draft_22951_00577		C10H11NO3	7.731		missing SMILES		
draft_22951_00578		C8H6N2	7.732		missing SMILES		
draft_22951_00579		C8H19N	7.732		missing SMILES		
draft_22951_00580		C8H22N4	7.732		missing SMILES		
draft_22951_00581		C7H5N	7.732		missing SMILES		
draft_22951_00582		C13H21N3O	7.7345		missing SMILES		
draft_22951_00583		C9H10N2O3	7.741		missing SMILES		
draft_22951_00584		C8H8N2	7.742999999999999		missing SMILES		
draft_22951_00586		C15H18N2O5	7.751		missing SMILES		
draft_22951_00587		C12H9N3O3	7.753		missing SMILES		
draft_22951_00588		C10H14N2O	7.753		missing SMILES		
draft_22951_00589		C14H14N2O	7.753		missing SMILES		
draft_22951_00591		C16H29N3	7.761		missing SMILES		
draft_22951_00592		C18H25N3O2	7.761		missing SMILES		
draft_22951_00593		C8H13N	7.772		missing SMILES		
draft_22951_00594		C11H11NO	7.773		missing SMILES		
draft_22951_00595		C6H15N	7.774		missing SMILES		
draft_22951_00596		C14H17N3	7.7915		missing SMILES		
draft_22951_00597		C7H14N2O	7.793		missing SMILES		
draft_22951_00598		C13H21N5O2	7.801		missing SMILES		
draft_22951_00599		C9H6N4O2	7.802		missing SMILES		
draft_22951_00600		C8H8N2O	7.802		missing SMILES		
draft_22951_00601		C13H15N3O2	7.802		missing SMILES		
draft_22951_00602		C10H14N2O3	7.804		missing SMILES		
draft_22951_00603		C13H19N3O	7.812		missing SMILES		
draft_22951_00606		C8H11N	7.825		missing SMILES		
draft_22951_00607		C15H36N4	7.836		missing SMILES		
draft_22951_00608		C13H17NO	7.843		missing SMILES		
draft_22951_00609		C9H11N	7.846		missing SMILES		
draft_22951_00610		C7H15N	7.846		missing SMILES		
draft_22951_00611		C6H9NO	7.846		missing SMILES		
draft_22951_00612		C10H15N3O	7.856		missing SMILES		
draft_22951_00613		C11H20N2O3	7.8645		missing SMILES		
draft_22951_00614		C10H13NO2	7.867		missing SMILES		
draft_22951_00615		C13H16N6	7.867		missing SMILES		
draft_22951_00616		C10H10N2	7.873		missing SMILES		
draft_22951_00617		C13H16N2O	7.873		missing SMILES		
draft_22951_00618		C11H12N	7.877		missing SMILES		
draft_22951_00619		C9H10N2	7.877		missing SMILES		
draft_22951_00620		C21H30N4O2	7.883		missing SMILES		
draft_22951_00621		C11H15NO	7.887		missing SMILES		
draft_22951_00622		C15H12N2O	7.887		missing SMILES		
draft_22951_00623		C12H10N4O	7.898		missing SMILES		
draft_22951_00624		C7H13NO	7.8985		missing SMILES		
draft_22951_00625		C10H15NO2	7.903		missing SMILES		
draft_22951_00626		C8H11N	7.908		missing SMILES		
draft_22951_00628		C8H11N	7.919		missing SMILES		
draft_22951_00630		C10H14N2O	7.919		missing SMILES		
draft_22951_00631		C11H13NO3	7.919		missing SMILES		
draft_22951_00632		C10H14N2O2	7.919		missing SMILES		
draft_22951_00633		C9H17N	7.929		missing SMILES		
draft_22951_00634		C8H10N4	7.929		missing SMILES		
draft_22951_00635		C12H20N2O	7.938		missing SMILES		
draft_22951_00636		C12H19N3O3	7.949		missing SMILES		
draft_22951_00637		C9H17NO2	7.954		missing SMILES		
draft_22951_00638		C13H18N4O	7.954		missing SMILES		
draft_22951_00639		C10H18NO	7.96		missing SMILES		
draft_22951_00640		C10H11N5	7.963999999999999		missing SMILES		
draft_22951_00641		C9H13N	7.97		missing SMILES		
draft_22951_00642		C9H15N	7.977		missing SMILES		
draft_22951_00643		C8H12N2	7.981		missing SMILES		
draft_22951_00644		C19H20N6O	7.984		missing SMILES		
draft_22951_00645		C20H18N4O2	7.984		missing SMILES		
draft_22951_00646		C12H18N2O3	7.991		missing SMILES		
draft_22951_00647		C10H11NO3	8.001		missing SMILES		
draft_22951_00648		C6H11N3S	8.004		missing SMILES		
draft_22951_00649		C10H14N2	8.004		missing SMILES		
draft_22951_00650		C12H23NO2	8.004		missing SMILES		
draft_22951_00651		C7H9N	8.013		missing SMILES		
draft_22951_00652		C9H13N	8.022		missing SMILES		
draft_22951_00653		C16H27N3O2	8.024		missing SMILES		
draft_22951_00654		C18H33N3O	8.025		missing SMILES		
draft_22951_00655		C7H14N6	8.034		missing SMILES		
draft_22951_00656		C14H17N3O	8.034		missing SMILES		
draft_22951_00657		C14H11N3O	8.034		missing SMILES		
draft_22951_00658		C8H19N	8.043		missing SMILES		
draft_22951_00659		C9H13N	8.043		missing SMILES		
draft_22951_00661		C8H11N	8.053		missing SMILES		
draft_22951_00662		C11H10N2O3	8.054		missing SMILES		
draft_22951_00663		C9H12N6	8.055		missing SMILES		
draft_22951_00664		C13H14N4O	8.055		missing SMILES		
draft_22951_00665		C9H19N	8.064		missing SMILES		
draft_22951_00666		C9H15NO3	8.074		missing SMILES		
draft_22951_00667		C14H17N3O2	8.075		missing SMILES		
draft_22951_00668		C9H17N3S	8.075		missing SMILES		
draft_22951_00669		C9H13NO	8.076		missing SMILES		
draft_22951_00670		C7H15N	8.084		missing SMILES		
draft_22951_00671		C8H8N2	8.084		missing SMILES		
draft_22951_00672		C9H9NO	8.085		missing SMILES		
draft_22951_00674		C6H8N2	8.094		missing SMILES		
draft_22951_00675		C13H9N3O2	8.095		missing SMILES		
draft_22951_00676		C11H23NO2	8.105		missing SMILES		
draft_22951_00677		C9H13N	8.115		missing SMILES		
draft_22951_00678		C9H15N9	8.115		missing SMILES		
draft_22951_00679		C18H31N3	8.115		missing SMILES		
draft_22951_00680		C12H11N3O4	8.116		missing SMILES		
draft_22951_00681		C10H10N2O2	8.126		missing SMILES		
draft_22951_00682		C9H13NO2	8.126		missing SMILES		
draft_22951_00683		C12H11NO4	8.126		missing SMILES		
draft_22951_00684		C9H13N3S	8.136000000000001		missing SMILES		
draft_22951_00685		C11H9N3O	8.136000000000001		missing SMILES		
draft_22951_00686		C13H20N2O2	8.156		missing SMILES		
draft_22951_00687		C12H12N4	8.156		missing SMILES		
draft_22951_00688		C15H10N2O2	8.156		missing SMILES		
draft_22951_00689		C12H16N2O5	8.157		missing SMILES		
draft_22951_00690		C14H22N2O2	8.1605		missing SMILES		
draft_22951_00691		C8H19N	8.161		missing SMILES		
draft_22951_00692		C9H21N	8.167		missing SMILES		
draft_22951_00695		C12H9N3	8.186		missing SMILES		
draft_22951_00696		C17H22N4O2	8.186		missing SMILES		
draft_22951_00697		C13H23NO	8.187000000000001		missing SMILES		
draft_22951_00698		C8H11N	8.187999999999999		missing SMILES		
draft_22951_00699		C9H13NO	8.197		missing SMILES		
draft_22951_00700		C9H10N4S	8.207		missing SMILES		
draft_22951_00701		C15H12O5	8.208		missing SMILES		
draft_22951_00702		C9H12N4	8.208		missing SMILES		
draft_22951_00703		C11H10N2O2	8.209		missing SMILES		
draft_22951_00704		C11H13NO2	8.216		missing SMILES		
draft_22951_00705		C11H17NO3	8.2185		missing SMILES		
draft_22951_00706		C12H15NO	8.247		missing SMILES		
draft_22951_00707		C11H20N2O4	8.25		missing SMILES		
draft_22951_00708		C18H30N4O2	8.257		missing SMILES		
draft_22951_00709		C18H24N4O2	8.258000000000001		missing SMILES		
draft_22951_00710		C12H28N2	8.26		missing SMILES		
draft_22951_00711		C9H13N	8.26		missing SMILES		
draft_22951_00712		C12H22N2O	8.267		missing SMILES		
draft_22951_00713		C10H16N4O	8.277		missing SMILES		
draft_22951_00714		C10H13N3S	8.277		missing SMILES		
draft_22951_00715		C14H15N3O	8.281		missing SMILES		
draft_22951_00716		C14H19N3O2	8.281		missing SMILES		
draft_22951_00717		C16H22N4O2	8.288		missing SMILES		
draft_22951_00718		C8H11N	8.291		missing SMILES		
draft_22951_00719		C13H11N3O	8.302		missing SMILES		
draft_22951_00720		C9H7N3O	8.307		missing SMILES		
draft_22951_00721		C7H9N3S	8.308		missing SMILES		
draft_22951_00722		C13H10N4O	8.308		missing SMILES		
draft_22951_00723		C8H9N	8.309000000000001		missing SMILES		
draft_22951_00724		C6H13NO	8.3118		missing SMILES		
draft_22951_00725		C10H10N2	8.312000000000001		missing SMILES		
draft_22951_00726		C17H27NO4	8.312999999999999		missing SMILES		
draft_22951_00727		C13H22N	8.318999999999999		missing SMILES		
draft_22951_00728		C9H10N2	8.322		missing SMILES		
draft_22951_00729		C10H12N2	8.333		missing SMILES		
draft_22951_00730		C15H16N2O4	8.338		missing SMILES		
draft_22951_00731		C15H23N3O	8.338		missing SMILES		
draft_22951_00732		C13H10N2	8.339		missing SMILES		
draft_22951_00733		C20H28N4O2	8.348		missing SMILES		
draft_22951_00734		C10H11NO2	8.353		missing SMILES		
draft_22951_00735		C9H11N	8.354000000000001		missing SMILES		
draft_22951_00736		C14H19NO2	8.358		missing SMILES		
draft_22951_00737		C14H14NO	8.363999999999999		missing SMILES		
draft_22951_00738		C12H18NO2	8.363999999999999		missing SMILES		
draft_22951_00739		C15H21N3O2	8.368		missing SMILES		
draft_22951_00741		C10H15NO	8.369		missing SMILES		
draft_22951_00742		C9H12N2O	8.37		missing SMILES		
draft_22951_00743		C12H9N3	8.374		missing SMILES		
draft_22951_00744		C17H16N4O2	8.374		missing SMILES		
draft_22951_00745		C20H23NO4	8.3765		missing SMILES		
draft_22951_00746		C12H15NO4	8.378		missing SMILES		
draft_22951_00747		C13H10N2	8.379		missing SMILES		
draft_22951_00748		C11H8N4O2	8.379		missing SMILES		
draft_22951_00749		C7H13NO	8.38		missing SMILES		
draft_22951_00750		C9H13N	8.384		missing SMILES		
draft_22951_00751		C13H21NO	8.384		missing SMILES		
draft_22951_00752		C8H19N	8.385		missing SMILES		
draft_22951_00753		C12H20N2	8.388		missing SMILES		
draft_22951_00757		C16H24N2O3	8.398		missing SMILES		
draft_22951_00758		C18H31N3O2	8.399		missing SMILES		
draft_22951_00759		C10H13NO	8.4		missing SMILES		
draft_22951_00760		C13H20N2O2	8.407		missing SMILES		
draft_22951_00762		C11H15NO4	8.416		missing SMILES		
draft_22951_00763		C11H12N2O	8.419		missing SMILES		
draft_22951_00764		C13H10N2	8.426		missing SMILES		
draft_22951_00765		C14H14NO	8.426		missing SMILES		
draft_22951_00766		C9H11N	8.43		missing SMILES		
draft_22951_00767		C30H60N3O3	8.437999999999999		missing SMILES		
draft_22951_00768		C9H14N4O4	8.439		missing SMILES		
draft_22951_00769		C11H21NO	8.44		missing SMILES		
draft_22951_00770		C17H22N2O	8.44		missing SMILES		
draft_22951_00771		C11H17NO	8.44		missing SMILES		
draft_22951_00772		C9H7NO2	8.4425		missing SMILES		
draft_22951_00773		C10H13NO	8.446		missing SMILES		
draft_22951_00774		C8H8N4	8.446		missing SMILES		
draft_22951_00775		C9H9NO4	8.446		missing SMILES		
draft_22951_00776		C12H13N2	8.457		missing SMILES		
draft_22951_00777		C12H11NO4	8.457		missing SMILES		
draft_22951_00778		C9H9NO	8.457		missing SMILES		
draft_22951_00779		C10H17NS	8.459		missing SMILES		
draft_22951_00780		C17H26N2O	8.461		missing SMILES		
draft_22951_00781		C9H13N	8.467		missing SMILES		
draft_22951_00782		C17H21NO4	8.4675		missing SMILES		
draft_22951_00783		C13H17N3O3	8.469		missing SMILES		
draft_22951_00784		C14H16N6O3	8.47		missing SMILES		
draft_22951_00785		C9H22N	8.471		missing SMILES		
draft_22951_00786		C11H13NO2	8.478		missing SMILES		
draft_22951_00787		C11H11NO3	8.48		missing SMILES		
draft_22951_00788		C9H9N3	8.48		missing SMILES		
draft_22951_00790		C14H20N4O	8.491		missing SMILES		
draft_22951_00791		C9H9N3	8.498		missing SMILES		
draft_22951_00792		C11H10N2O4	8.501		missing SMILES		
draft_22951_00793		C13H20NO2	8.51		missing SMILES		
draft_22951_00794		C8H7NO	8.512		missing SMILES		
draft_22951_00795		C10H10N2	8.519		missing SMILES		
draft_22951_00796		C9H12N2O2	8.519		missing SMILES		
draft_22951_00797		C19H22N2O	8.520999999999999		missing SMILES		
draft_22951_00798		C18H24N2O	8.5215		missing SMILES		
draft_22951_00799		C8H19N	8.53		missing SMILES		
draft_22951_00800		C11H17NO	8.53		missing SMILES		
draft_22951_00802		C11H16N2	8.54		missing SMILES		
draft_22951_00803		C13H21N3O3	8.550999999999998		missing SMILES		
draft_22951_00804		C16H22N2O	8.550999999999998		missing SMILES		
draft_22951_00805		C17H17N3	8.550999999999998		missing SMILES		
draft_22951_00806		C17H32N2O2	8.550999999999998		missing SMILES		
draft_22951_00807		C9H14N4O4	8.550999999999998		missing SMILES		
draft_22951_00808		C11H14N2S	8.552999999999999		missing SMILES		
draft_22951_00809		C17H31N3O4	8.556999999999999		missing SMILES		
draft_22951_00810		C18H17N3	8.559666667		missing SMILES		
draft_22951_00811		C14H9NO5S	8.562000000000001		missing SMILES		
draft_22951_00812		C16H21NO2	8.568000000000001		missing SMILES		
draft_22951_00813		C9H13NO	8.591000000000001		missing SMILES		
draft_22951_00814		C16H13N3O3	8.591000000000001		missing SMILES		
draft_22951_00815		C11H15N	8.600999999999999		missing SMILES		
draft_22951_00816		C15H29N3O2	8.600999999999999		missing SMILES		
draft_22951_00817		C9H21N	8.602		missing SMILES		
draft_22951_00818		C12H12N2	8.602		missing SMILES		
draft_22951_00819		C18H21NO3	8.610000000000001		missing SMILES		
draft_22951_00820		C16H17N3O3	8.610999999999999		missing SMILES		
draft_22951_00821		C11H16N2O	8.610999999999999		missing SMILES		
draft_22951_00822		C19H24N4O2	8.612		missing SMILES		
draft_22951_00823		C14H12N6O2	8.622000000000002		missing SMILES		
draft_22951_00824		C9H13NO	8.643		missing SMILES		
draft_22951_00825		C13H13NO	8.6485		missing SMILES		
draft_22951_00826		C21H22N4O2	8.652		missing SMILES		
draft_22951_00827		C12H13N	8.654		missing SMILES		
draft_22951_00828		C11H15NO2	8.654		missing SMILES		
draft_22951_00829		C9H7NO2	8.654		missing SMILES		
draft_22951_00830		C12H11N3O2	8.662		missing SMILES		
draft_22951_00831		C11H15N3O2	8.662		missing SMILES		
draft_22951_00832		C9H13NS	8.672		missing SMILES		
draft_22951_00833		C14H22N2	8.673		missing SMILES		
draft_22951_00834		C14H12N2	8.674000000000001		missing SMILES		
draft_22951_00836		C13H14N2O2	8.681999999999999		missing SMILES		
draft_22951_00837		C6H13NO	8.684		missing SMILES		
draft_22951_00838		C14H18N4O3	8.687999999999999		missing SMILES		
draft_22951_00839		C12H12N2O4	8.692		missing SMILES		
draft_22951_00840		C10H12N2O	8.692		missing SMILES		
draft_22951_00841		C9H11NO2	8.6935		missing SMILES		
draft_22951_00842		C12H11N7	8.7065		missing SMILES		
draft_22951_00843		C12H12N2	8.713		missing SMILES		
draft_22951_00844		C14H14N4O2	8.713		missing SMILES		
draft_22951_00845		C18H27N3	8.713		missing SMILES		
draft_22951_00846		C12H13N3O2	8.713		missing SMILES		
draft_22951_00847		C15H20N2O2	8.715499999999999		missing SMILES		
draft_22951_00848		C11H13NO3	8.716000000000001		missing SMILES		
draft_22951_00849		C15H24N4O	8.723		missing SMILES		
draft_22951_00850		C10H7NO	8.725999999999999		missing SMILES		
draft_22951_00851		C11H12N2S	8.730500000000001		missing SMILES		
draft_22951_00852		C16H23N3O	8.743		missing SMILES		
draft_22951_00854		C9H14N2O3	8.747000000000002		missing SMILES		
draft_22951_00856		C14H20N2O2	8.7525		missing SMILES		
draft_22951_00857		C11H12N2O2	8.757		missing SMILES		
draft_22951_00858		C15H16N3O	8.757		missing SMILES		
draft_22951_00859		C11H19N	8.763		missing SMILES		
draft_22951_00860		C8H13N3S	8.763		missing SMILES		
draft_22951_00861		C10H7N5O	8.764000000000001		missing SMILES		
draft_22951_00862		C12H18N2O	8.767		missing SMILES		
draft_22951_00863		C19H31NO3	8.775		missing SMILES		
draft_22951_00864		C16H31N3O	8.783999999999999		missing SMILES		
draft_22951_00865		C20H32N2	8.788		missing SMILES		
draft_22951_00866		C11H17NO	8.788		missing SMILES		
draft_22951_00867		C11H7N5O	8.799000000000001		missing SMILES		
draft_22951_00869		C12H15NO	8.804		missing SMILES		
draft_22951_00870		C11H9N5	8.804		missing SMILES		
draft_22951_00871		C7H9N3S	8.809		missing SMILES		
draft_22951_00872		C15H18N2O2	8.814		missing SMILES		
draft_22951_00873		C18H22N4O3	8.814		missing SMILES		
draft_22951_00874		C10H15N	8.815499999999998		missing SMILES		
draft_22951_00875		C13H16N4S	8.818999999999999		missing SMILES		
draft_22951_00876		C15H17N3O	8.818999999999999		missing SMILES		
draft_22951_00877		C19H20N2	8.821		missing SMILES		
draft_22951_00878		C12H14N2S	8.824000000000002		missing SMILES		
draft_22951_00879		C9H7NO	8.8315		missing SMILES		
draft_22951_00880		C13H21NO2	8.834		missing SMILES		
draft_22951_00881		C19H22N2O	8.8435		missing SMILES		
draft_22951_00882		C14H19NO2	8.845		missing SMILES		
draft_22951_00883		C10H7NO	8.85		missing SMILES		
draft_22951_00884		C11H15NO2	8.85		missing SMILES		
draft_22951_00885		C16H21N3O	8.85		missing SMILES		
draft_22951_00886		C7H14N2S	8.860999999999999		missing SMILES		
draft_22951_00887		C14H21NO	8.865		missing SMILES		
draft_22951_00888		C12H18N4O4	8.875		missing SMILES		
draft_22951_00889		C19H31NO	8.875		missing SMILES		
draft_22951_00890		C20H23N3O2	8.885		missing SMILES		
draft_22951_00891		C6H9N3S	8.892		missing SMILES		
draft_22951_00892		C12H14N2O4	8.892		missing SMILES		
draft_22951_00893		C12H14N2	8.892		missing SMILES		
draft_22951_00894		C13H19NO2	8.895000000000001		missing SMILES		
draft_22951_00895		C27H33N3O8	8.91		missing SMILES		
draft_22951_00896		C11H14N2S	8.912		missing SMILES		
draft_22951_00897		C15H17N3S	8.912		missing SMILES		
draft_22951_00898		C17H23NO3	8.9195		missing SMILES		
draft_22951_00899		C17H16N4O	8.923		missing SMILES		
draft_22951_00900		C16H30N2S	8.925		missing SMILES		
draft_22951_00901		C11H14N4O5	8.925		missing SMILES		
draft_22951_00903		C18H23NO3	8.932500000000001		missing SMILES		
draft_22951_00904		C13H13N	8.933		missing SMILES		
draft_22951_00905		C9H13N3OS	8.935		missing SMILES		
draft_22951_00906		C12H12N2O2	8.936333333		missing SMILES		
draft_22951_00907		C18H23NO3	8.9385		missing SMILES		
draft_22951_00908		C8H6N2	8.943000000000001		missing SMILES		
draft_22951_00909		C10H13NO	8.943000000000001		missing SMILES		
draft_22951_00910		C13H15NO2	8.943000000000001		missing SMILES		
draft_22951_00911		C11H16N2S	8.946		missing SMILES		
draft_22951_00912		C20H21N3	8.956		missing SMILES		
draft_22951_00913		C13H11N3O	8.96		missing SMILES		
draft_22951_00914		C14H16N2O2	8.965		missing SMILES		
draft_22951_00915		C14H14N2O3	8.965		missing SMILES		
draft_22951_00916		C10H14N2O5	8.972000000000001		missing SMILES		
draft_22951_00917		C17H22N2O	8.982		missing SMILES		
draft_22951_00918		C9H11NO	8.9835		missing SMILES		
draft_22951_00920		C15H15N3	8.985999999999999		missing SMILES		
draft_22951_00921		C16H22N2O	8.985999999999999		missing SMILES		
draft_22951_00922		C11H17N	8.988		missing SMILES		
draft_22951_00923		C11H12N2O2	8.995000000000001		missing SMILES		
draft_22951_00924		C15H22NO3P	8.995000000000001		missing SMILES		
draft_22951_00925		C14H19N	8.996		missing SMILES		
draft_22951_00926		C9H13N	8.996		missing SMILES		
draft_22951_00927		C16H25N3S	8.996		missing SMILES		
draft_22951_00928		C13H10N2	9.006		missing SMILES		
draft_22951_00929		C12H13NO6	9.009		missing SMILES		
draft_22951_00930		C8H14N2S	9.016		missing SMILES		
draft_22951_00931		C23H33N3O3	9.016		missing SMILES		
draft_22951_00932		C13H14N2O	9.016		missing SMILES		
draft_22951_00933		C12H15N3	9.017		missing SMILES		
draft_22951_00934		C10H10N4OS	9.017		missing SMILES		
draft_22951_00935		C9H7NO2	9.026		missing SMILES		
draft_22951_00936		C11H15NO2	9.026		missing SMILES		
draft_22951_00938		C11H21N	9.037		missing SMILES		
draft_22951_00939		C9H13N	9.037		missing SMILES		
draft_22951_00940		C9H7NO2	9.047		missing SMILES		
draft_22951_00941		C17H14N4O3	9.047		missing SMILES		
draft_22951_00942		C9H10N2O	9.050999999999998		missing SMILES		
draft_22951_00943		C10H10N2S	9.058		missing SMILES		
draft_22951_00944		C7H6N2	9.068		missing SMILES		
draft_22951_00945		C19H19N3O	9.068		missing SMILES		
draft_22951_00946		C9H7NS	9.078		missing SMILES		
draft_22951_00947		C12H15N3O	9.078		missing SMILES		
draft_22951_00948		C13H24N4O3S	9.0875		missing SMILES		
draft_22951_00949		C7H9N5	9.088		missing SMILES		
draft_22951_00950		C15H16N3O	9.088		missing SMILES		
draft_22951_00951		C11H17NO	9.09		missing SMILES		
draft_22951_00952		C13H11N3	9.093		missing SMILES		
draft_22951_00953		C10H17NO2	9.0965		missing SMILES		
draft_22951_00955		C20H24N2O2	9.099		missing SMILES		
draft_22951_00956		C15H28N4O2	9.107		missing SMILES		
draft_22951_00957		C10H9NO2	9.117		missing SMILES		
draft_22951_00958		C13H15N3O3	9.118		missing SMILES		
draft_22951_00959		C21H16N4O5	9.118		missing SMILES		
draft_22951_00960		C14H18N2O2	9.12		missing SMILES		
draft_22951_00961		C14H16N	9.127999999999998		missing SMILES		
draft_22951_00962		C9H13N	9.13		missing SMILES		
draft_22951_00963		C9H18N6	9.149		missing SMILES		
draft_22951_00964		C15H12N2O3	9.149		missing SMILES		
draft_22951_00965		C11H9NO2	9.159		missing SMILES		
draft_22951_00966		C20H44N2	9.161		missing SMILES		
draft_22951_00967		C13H13N3O4	9.161		missing SMILES		
draft_22951_00968		C13H20N2O	9.17		missing SMILES		
draft_22951_00969		C17H14N2O	9.171		missing SMILES		
draft_22951_00970		C11H9NS	9.182		missing SMILES		
draft_22951_00971		C17H23NO	9.1825		missing SMILES		
draft_22951_00972		C12H19NS	9.189		missing SMILES		
draft_22951_00973		C14H22N2O	9.1935		missing SMILES		
draft_22951_00974		C9H9NO4	9.1995		missing SMILES		
draft_22951_00975		C13H18N2	9.215		missing SMILES		
draft_22951_00976		C12H13NO	9.219		missing SMILES		
draft_22951_00977		C15H16N2O2	9.223		missing SMILES		
draft_22951_00978		C20H30NO3	9.227		missing SMILES		
draft_22951_00979		C11H13N5	9.233		missing SMILES		
draft_22951_00980		C14H12N2	9.234		missing SMILES		
draft_22951_00981		C12H11N3S	9.244		missing SMILES		
draft_22951_00982		C10H9NO	9.254		missing SMILES		
draft_22951_00983		C14H15NO2	9.254		missing SMILES		
draft_22951_00984		C14H13N3OS	9.254		missing SMILES		
draft_22951_00985		C15H21N3O	9.262		missing SMILES		
draft_22951_00986		C10H13NO2	9.265		missing SMILES		
draft_22951_00987		C13H12N2S	9.265		missing SMILES		
draft_22951_00988		C7H16N2S2	9.27		missing SMILES		
draft_22951_00989		C18H18N4O	9.27		missing SMILES		
draft_22951_00990		C13H20N2O3S	9.2735		missing SMILES		
draft_22951_00991		C15H25NO3	9.2745		missing SMILES		
draft_22951_00992		C8H19N	9.275		missing SMILES		
draft_22951_00993		C15H24N2O	9.28		missing SMILES		
draft_22951_00994		C15H11N3	9.285		missing SMILES		
draft_22951_00995		C11H13NO2	9.285		missing SMILES		
draft_22951_00996		C19H15N3	9.3		missing SMILES		
draft_22951_00997		C9H6O2	9.306		missing SMILES		
